flamerobin(0.9.3~+20150308.6c0559c-1+b3 [amd64, arm64, armel, armhf, i386, mips, mipsel, ppc64el, s390x], 0.9.3~+20150308.6c0559c-1+b2 [mips64el]);database
flashproxy-client(1.7-4);netutils
flashproxy-facilitator(1.7-4);netutils
flashproxy-proxy(1.7-4);websystem
flent(1.0.1-2);netutils
florence(0.6.3-1+b2);websystem
flowgrind(0.8.0-1+b1);netutils
flowscan(1.006-13.2);netutils
flowscan-cuflow(1.7-9);netutils
flowscan-cugrapher(1.7-9);netutils
flow-tools(1:0.68-12.5);netutils
fookebox(0.7.2-1);websystem
forg(0.5.1-7.2);netutils
foxeye(0.11.0-1);netutils
foxeye-dev(0.11.0-1);netutils
fpdns(20130404-1);netutils
fping(3.15-1);netutils
fprobe(1.1-7.3+b1 [amd64, armel, armhf, i386, mips, mips64el, mipsel, ppc64el, s390x], 1.1-7.3 [arm64]);netutils
fprobe-ng;netutils
fprobe-ng(1.1-7.3);netutils
freelan(2.0-2);netutils
freeradius(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-common(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-config(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-dhcp(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-iodbc(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-krb5(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-ldap(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-memcached(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-mysql(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-postgresql(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-redis(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-rest(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-utils(3.0.12+dfsg-5+deb9u1) [security];netutils
freeradius-yubikey(3.0.12+dfsg-5+deb9u1) [security];netutils
freetable(2.3-4.2);websystem
freetds-bin(0.91-6.1+b4);database
fteproxy(0.2.19-1);netutils
ftp;netutils
ftp(0.17-34);netutils
ftp-cloudfs(0.25.2+20140217+git2a90c1a2eb-1);netutils
ftpcopy(0.6.7-3.1);websystem
ftpd(0.17-36);netutils
ftpd-ssl(0.17.36+0.3-2);netutils
ftpgrab(0.1.5-5);netutils
ftpmirror(1.96+dfsg-15);netutils
ftp-proxy(1.9.2.4-10+b1);netutils
ftp-ssl(0.17.34+0.2-4);netutils
ftp-upload(1.5+nmu2);netutils
ftpwatch(1.23);netutils
fuel-nailgun-agent(9.0+dfsg1-1);netutils
fuji(1.0.2-1+b2);websystem
funkload(1.17.1-2);websystem
fusedav(0.2-3.1+b2);websystem
fusiondirectory(1.0.19-1);websystem
fusiondirectory-plugin-alias(1.0.19-1);websystem
fusiondirectory-plugin-alias-schema(1.0.19-1);websystem
fusiondirectory-plugin-applications(1.0.19-1);websystem
fusiondirectory-plugin-applications-schema(1.0.19-1);websystem
fusiondirectory-plugin-argonaut(1.0.19-1);websystem
fusiondirectory-plugin-argonaut-schema(1.0.19-1);websystem
fusiondirectory-plugin-audit(1.0.19-1);websystem
fusiondirectory-plugin-audit-schema(1.0.19-1);websystem
fusiondirectory-plugin-autofs(1.0.19-1);websystem
fusiondirectory-plugin-autofs-schema(1.0.19-1);websystem
fusiondirectory-plugin-certificates(1.0.19-1);websystem
fusiondirectory-plugin-community(1.0.19-1);websystem
fusiondirectory-plugin-community-schema(1.0.19-1);websystem
fusiondirectory-plugin-cyrus(1.0.19-1);websystem
fusiondirectory-plugin-cyrus-schema(1.0.19-1);websystem
fusiondirectory-plugin-debconf(1.0.19-1);websystem
fusiondirectory-plugin-debconf-schema(1.0.19-1);websystem
fusiondirectory-plugin-developers(1.0.19-1);websystem
